convo_id,msg_count_5min,tokens_5min,avg_tokens_per_msg,model_tier,user_tier,total_cost_usd,msg_count_5min_norm,tokens_5min_norm,avg_tokens_per_msg_norm,model_tier_norm,user_tier_norm,response_time_sec,cost_per_message,cost_per_token,engagement_intensity,model_user_interaction,log_tokens,log_cost,question_type,high_cost_flag,cost_class,cost_per_message_norm,cost_per_token_norm,engagement_intensity_norm,model_user_interaction_norm,log_tokens_norm,log_cost_norm,conversation_success
MM055,15,238,15.86666667,1,2,0.05,0.7222222222,0.01254030813,0.003114844713,0.0,0.5,1.5284842114643165,0.0033333333333333335,0.0002100840336134454,238.00000005,0.0,5.476463551931511,0.04879016416943201,technical,0,0,0.001653087731727477,0.058516429827745076,0.012540308150301674,0.0,0.05893872007238343,0.009662220858359848,0
WJ056,18,2802,155.6666667,3,3,1.68,0.8888888889,0.9312074525,0.09992042811,1.0,1.0,8.261091557338691,0.09333333333333332,0.0005995717344753747,2802.0000006,1.0,7.938445551164788,0.9858167945227653,technical,1,2,0.12280080292832683,0.9738772258069104,0.9312074526742238,1.0,0.9753389173955993,0.9557727383121051,0
HT057,20,2302,115.1,1,3,0.46,1.0,0.7520601935,0.0718297283,0.0,1.0,5.752387998497415,0.023,0.0001998262380538662,2302.0,0.0,7.741967899820685,0.3784364357202451,technical,0,1,0.028126106978391782,0.03440890630998322,0.752060193425148,0.0,0.9022059056524547,0.3425042068284207,0
UA058,19,2631,138.4736842,2,1,1.05,0.9444444444,0.8699390899,0.0880150154,0.5,0.0,6.232945601972965,0.05526315789473685,0.0003990877993158495,2630.9999998000003,0.0,7.875499292445208,0.7178397931503169,technical,1,2,0.07155508324477507,0.5027066752027638,0.8699390897979263,0.0,0.95190902882235,0.6851978675225875,0
XY059,6,1124,187.3333333,3,1,0.67,0.2222222222,0.3299892512,0.1218482546,1.0,0.0,5.178606305731327,0.11166666666666668,0.0005960854092526691,1123.9999997999998,0.0,7.025538314638521,0.5128236264286637,technical,0,1,0.1474790412091156,0.965683782409761,0.3299892510691515,0.0,0.6355361195071509,0.4781941972957709,0
YJ060,20,2459,122.95,1,2,0.49,1.0,0.8083124328,0.07726552107,0.0,0.5,8.215396698287467,0.0245,0.00019926799511996745,2459.0,0.0,7.807916628926408,0.3987761199573678,technical,0,1,0.030145235565001774,0.033096942683936814,0.808312432761855,0.0,0.9267533752864816,0.3630410715823857,0
HB061,15,2548,169.8666667,2,2,1.02,0.7222222222,0.8402006449,0.1097533271,0.5,0.5,5.308748111561231,0.068,0.00040031397174254316,2548.0000005,0.25,7.8434564043761155,0.7030975114131134,technical,1,2,0.08869996457669146,0.5055883840886213,0.840200645049072,0.25,0.9399820086579185,0.6703126685847782,0
FA062,7,938,134.0,1,3,0.19,0.2777777778,0.2633464708,0.08491717842,0.0,1.0,2.7316435449304337,0.027142857142857142,0.0002025586353944563,938.0,0.0,6.844815479208263,0.173953307123438,technical,0,0,0.033702747836647944,0.04083049394697136,0.26334647078012563,0.0,0.5682673733909422,0.13603874219767192,0
UA063,5,1211,242.2,2,1,0.48,0.1666666667,0.3611608742,0.1598410992,0.5,0.0,4.414947534944792,0.096,0.0003963666391412056,1211.0,0.0,7.10002716662926,0.3920420877760237,technical,0,1,0.1263903648600779,0.4963114967723881,0.36116087421274373,0.0,0.6632623980436922,0.35624175717097,0
PX064,11,2992,272.0,3,3,1.8,0.5,0.999283411,0.180476338,1.0,1.0,5.179841546030437,0.16363636363636364,0.0006016042780748664,2992.0,1.0,8.0040315078527,1.0296194171811583,technical,1,2,0.2174347084017647,0.9786540408975428,0.9992834108922046,1.0,0.9997513556949662,1.0000000000000002,0
DM065,3,880,293.3333333,1,3,0.18,0.05555555556,0.2425653887,0.1952487685,0.0,1.0,2.371223560246451,0.06,0.00020454545454545454,879.9999998999999,0.0,6.78105762593618,0.16551443847757338,technical,0,0,0.07793127878143818,0.04549984898822107,0.24256538869634064,0.0,0.5445353926788017,0.12751806399853416,0
BF066,20,2489,124.45,3,2,1.49,1.0,0.8190612684,0.07830420759,1.0,0.5,4.9032268593480826,0.0745,0.0005986339895540378,2489.0,0.5,7.820037989458753,0.9122827104766162,technical,1,2,0.09744952178533474,0.9716733694701869,0.819061268303901,0.5,0.931265194295364,0.8815257873143993,1
AV067,16,1983,123.9375,3,3,1.19,0.7777777778,0.6377642422,0.07794932303,1.0,1.0,6.830447559346867,0.074375,0.0006001008572869389,1983.0,1.0,7.592870287844818,0.7839015438284094,technical,1,2,0.09728126106978391,0.975120752308241,0.6377642421613927,1.0,0.8467087163644518,0.7519000455539443,0
FB068,18,807,44.83333333,1,3,0.16,0.8888888889,0.2164098889,0.02317303546,0.0,1.0,6.531007464858631,0.008888888888888889,0.00019826517967781908,806.9999999400001,0.0,6.694562058521095,0.14842000511827327,technical,0,0,0.009131341756208918,0.03074015981424988,0.21640988889169405,0.0,0.5123399683940373,0.11025791079984928,1
OW069,19,1955,102.8947368,1,1,0.39,0.9444444444,0.6277319957,0.06337810011,0.0,0.0,7.741848805798537,0.020526315789473684,0.00019948849104859336,1954.9999992,0.0,7.578656850594762,0.3293037471426004,technical,0,1,0.02479631597591215,0.03361514474343835,0.6277319953688476,0.0,0.8414181834910801,0.2928952075659765,0
MT070,2,649,324.5,3,3,0.39,0.0,0.1597993551,0.2168303661,1.0,1.0,4.507014296100338,0.195,0.000600924499229584,649.0,1.0,6.476972362889683,0.3293037471426004,technical,0,1,0.2596528515763372,0.9770564476910553,0.15979935505841636,1.0,0.4313486207423396,0.2928952075659765,0
WB071,18,1823,101.2777778,3,2,1.09,0.8888888889,0.5804371193,0.0622584244,1.0,0.5,5.395123756598469,0.06055555555555556,0.0005979155238617663,1823.0000003999999,0.5,7.508787170634276,0.7371640659767197,technical,1,2,0.07867910418388634,0.9699848557468886,0.5804371194137988,0.5,0.8154112555270907,0.7047094770873138,0
QU072,7,2192,313.1428571,1,1,0.44,0.2777777778,0.7126477965,0.2089660253,0.0,0.0,7.748765988696643,0.06285714285714286,0.00020072992700729926,2191.9999997,0.0,7.693025748417888,0.36464311358790924,technical,0,1,0.08177723799402864,0.036532725464994975,0.7126477963301578,0.0,0.8839886330578892,0.32857716706530365,0
VK073,17,318,18.70588235,2,3,0.13,0.8333333333,0.04120386958,0.005080881415,0.5,1.0,2.787721986710286,0.007647058823529412,0.0004088050314465409,317.99999995,0.5,5.765191102784844,0.12221763272424921,technical,0,0,0.0074597320330895365,0.5255437848680498,0.041203869559928066,0.5,0.16640903653166061,0.08380152279422992,0
UG074,6,1794,299.0,3,2,1.08,0.2222222222,0.5700465783,0.1991726953,1.0,0.5,3.798847158018705,0.18000000000000002,0.0006020066889632108,1794.0,0.5,7.492760300922379,0.7323678937132266,technical,1,2,0.23946156571023733,0.9795997733308148,0.5700465782465033,0.5,0.80944572589648,0.699866808933582,1
ZT075,11,2994,272.1818182,3,3,1.8,0.5,1.0,0.1806022394,1.0,1.0,8.776022363356113,0.16363636363636364,0.0006012024048096192,2994.0000002,1.0,8.00469951054955,1.0296194171811583,technical,1,2,0.2174347084017647,0.9777095719678557,1.0,1.0,1.0,1.0000000000000002,0
UK076,3,780,260.0,1,2,0.16,0.05555555556,0.2067359369,0.1721668459,0.0,0.5,6.224043684918237,0.05333333333333334,0.00020512820512820514,780.0,0.0,6.660575149839686,0.14842000511827327,technical,0,0,0.06895737395206046,0.046869409660107386,0.2067359369253503,0.0,0.49968934388429354,0.11025791079984928,0
ON077,3,283,94.33333333,2,3,0.11,0.05555555556,0.02866356145,0.05744969052,0.5,1.0,4.335356616069735,0.03666666666666667,0.00038869257950530035,282.99999999,0.5,5.648974238161206,0.10436001532424277,technical,0,0,0.04652261187861613,0.4782761818672739,0.028663561441872903,0.5,0.12315073581843228,0.06577078696291186,0
GO078,15,2945,196.3333333,2,2,1.18,0.7222222222,0.9824435686,0.1280803737,0.5,0.5,7.901242613700271,0.07866666666666666,0.00040067911714770796,2944.9999995,0.25,7.988203597022576,0.7793248768009976,technical,1,2,0.10305821230369583,0.5064465364461415,0.9824435683638519,0.25,0.9938598826409564,0.747279010602264,0
ZM079,19,2169,114.1578947,1,2,0.43,0.9444444444,0.7044070226,0.07117736028,0.0,0.5,4.904097236870156,0.02263157894736842,0.00019824804057169202,2168.9999993,0.0,7.682482446534506,0.3576744442718159,technical,0,1,0.027630180658873536,0.030699880067823704,0.7044070222712715,0.0,0.8800641998453882,0.3215409408588755,0
JL080,14,219,15.64285714,2,2,0.09,0.6666666667,0.00573271229,0.00295986609,0.5,0.5,2.1909430315565794,0.0064285714285714285,0.000410958904109589,218.99999996,0.25,5.393627546352362,0.08617769624105233,technical,0,0,0.005819543545367137,0.5306057434123697,0.005732712274759397,0.25,0.028105459763478002,0.047412201668682034,1
PP081,18,1451,80.61111111,3,1,0.87,0.8888888889,0.4471515586,0.04794763238,1.0,0.0,3.329496772941666,0.04833333333333333,0.0005995864920744314,1450.99999998,0.0,7.280697195384741,0.6259384308664953,technical,0,2,0.06222694533002715,0.9739119086161219,0.4471515585419454,0.0,0.7305114884324424,0.5924055790128533,1
QQ082,16,2163,135.1875,2,1,0.87,0.7777777778,0.7022572555,0.08573947191,0.5,0.0,5.184642283491103,0.054375,0.00040221914008321775,2163.0,0.0,7.679713639966372,0.6259384308664953,technical,0,2,0.07035954658165072,0.5100658461623528,0.7022572554136685,0.0,0.8790335932503046,0.5924055790128533,0
NA083,15,1667,111.1333333,3,1,1.0,0.7222222222,0.5245431745,0.06908297951,1.0,0.0,5.307727071530791,0.06666666666666667,0.0005998800239952009,1666.9999995,0.0,7.419380582918692,0.6931471805599453,technical,1,2,0.08690518361081591,0.9746017573893857,0.5245431742726949,0.0,0.7821322897791396,0.6602658754976095,0
VB084,6,2228,371.3333333,1,1,0.45,0.2222222222,0.7255463991,0.2492604673,0.0,0.0,5.990481694557153,0.075,0.00020197486535008976,2227.9999998,0.0,7.709308333385869,0.37156355643248307,technical,0,1,0.09812256464753807,0.03945853737094185,0.7255463990164424,0.0,0.8900493451517373,0.3355646992747349,0
